# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/ellal/genome_analysis/analyses/05_annotation/braker/braker_cleaned.gtf" "-o" "/home/ellal/genome_analysis/analyses/06_expression/read_counts.txt" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam
g1019	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	66642;66988;67493;67888;68336	66696;67277;67702;68111;68576	+;+;+;+;+	1020	166	168
g1020	tig00000016_pilon	69312	69677	-	366	7298	15788
g1021	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	71681;71883;72122;72266;72474	71703;72025;72149;72412;72573	+;+;+;+;+	441	75	62
g1022	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	72640;73013;73485;73790;74221;74473;74701;75148;75614;75832;76073;76283;76618;76817;76994;78918	72789;73077;73557;73978;74327;74575;74747;75451;75703;75894;76147;76345;76670;76919;77031;79029	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1635	1101	1020
g1023	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	79120;79497;79622;79948;80179;80452	79206;79534;79689;79986;80207;80565	+;+;+;+;+;+	375	348	626
g1024	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	80628;80945;80975;81735;81868;81960;82405;82405;82685;82685;82969;82969;83549;83549;83806;83806;84278;84278;84486;84486;84899;84899;85085;85085;85488;85488;85699;85699;88377;88382;88382;88746;88746;88746;89208;89208;89208;90621;90621;90621	80742;80977;80977;81747;82021;82021;82556;82556;82840;82840;83257;83257;83665;83665;83868;83868;84375;84375;84496;84496;84938;84938;85164;85164;85557;85557;85859;85859;88595;88595;88595;88841;88841;88841;90355;90355;90355;90861;90867;90861	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3262	4412	4672
g1025	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	91220;91541;91936	91413;91611;91949	+;+;+	279	3	2
g1026	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	91990;92276;93024;93427;93816;94168;94599;94917;95147;95565;95869;96481;96716;96982;97252;97791;98033;98346;98703;98906	92048;92363;93093;93524;93938;94200;94657;95001;95314;95622;96014;96578;96785;97041;97308;97859;98110;98447;98774;99193	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1881	1150	984
g1027	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	103901;103901;104677;104677;105378;105378;105743;105743;106024;106024;106594;106594;107046;107641	104427;104427;105214;105214;105606;105606;105889;105889;106281;106281;107033;106994;107053;107830	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2337	1289	1473
g1028	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	108316;108613;108943;109368;109695;109996	108358;108748;109056;109552;109837;110250	-;-;-;-;-;-	876	103	50
g1029	tig00000016_pilon;tig00000016_pilon	111939;111939	112325;112334	-;-	396	2	26
g1030	tig00000016_pilon	112369	113061	+	693	0	7
g1031	tig00000016_pilon;tig00000016_pilon	118099;118714	118236;118974	-;-	399	0	0
g1032	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	119057;120878;122822;123297;123609;124674	119290;120989;123225;123461;123623;124841	+;+;+;+;+;+	1098	446	926
g1033	tig00000016_pilon	124893	126716	+	1824	2740	5359
g1034	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	132649;133060;133600	132976;133251;133661	+;+;+	582	11	4
g1035	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	133722;133927;135421	133818;134973;136352	+;+;+	2076	106	174
g1036	tig00000016_pilon;tig00000016_pilon	138775;139213	139095;139572	-;-	681	2686	844
g1037	tig00000016_pilon	139758	140192	-	435	181	116
g1038	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	146225;146582;146612;147528;147528	146407;147433;147433;147962;147962	-;-;-;-;-	1470	51	40
g1039	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	148024;148627;148922;149215;149403	148267;148871;149003;149291;149465	-;-;-;-;-	711	19	0
g1040	tig00000016_pilon;tig00000016_pilon	149570;149912	149786;150036	+;+	342	0	0
g1041	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	158400;158984;160164;160636;160936;161352;161629;161947;162247;162565	158558;159081;160338;160812;161067;161450;161745;162042;162359;162682	+;+;+;+;+;+;+;+;+;+	1284	1152	3020
g1042	tig00000016_pilon	167604	167975	+	372	0	0
g1043	tig00000016_pilon	174081	174764	+	684	214	887
g1044	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	174961;174961;175434;175434;175950;175950;176419;176419;176671;176671;176907;176907;177213;177213	175050;175050;175682;175682;176231;176231;176506;176506;176747;176747;176957;176957;177335;177287	-;-;-;-;-;-;-;-;-;-;-;-;-;-	960	938	737
g1045	tig00000016_pilon	181531	181875	+	345	88	479
g1046	tig00000016_pilon;tig00000016_pilon	182311;182719	182484;182889	+;+	345	0	4
g1047	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	190855;191360;191605;191974;192607;192877;193329;193630	191016;191473;191703;192101;192771;193236;193443;193716	-;-;-;-;-;-;-;-	1230	24718	12588
g1048	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	195088;195376;196460;197093;197665;197796;198278;198722;199591;200180;200571;200788;201083;201384;202905;203038	195215;195580;196854;197316;197708;197922;198395;198815;199677;200287;200646;200822;201211;201624;202930;203259	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2259	4418	2810
g1049	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	204062;204062;204430;204430;204787;204787;205245;205245;206173	204235;204235;204636;204636;204954;204954;206017;206147;206281	-;-;-;-;-;-;-;-;-	1561	131	12
g1050	tig00000016_pilon	206563	206856	-	294	1	3
g1051	tig00000016_pilon;tig00000016_pilon;tig00000016_pilon	207642;207642;208192	207926;207914;208470	+;+;+	564	1	0
g1052	tig00000017_pilon	271	942	+	672	171	94
g1053	tig00000017_pilon;tig00000017_pilon	2043;2470	2306;2544	-;-	339	0	0
g1054	tig00000017_pilon	7249	7512	+	264	0	17
g1055	tig00000017_pilon;tig00000017_pilon	8226;8909	8708;9010	-;-	585	11241	2256
g1056	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	10394;10394;11094;11094;11385;11652	10876;10876;11195;11224;11574;11744	-;-;-;-;-;-	897	6126	4857
g1057	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	15798;16003;16180	15876;16115;16206	+;+;+	219	0	0
g1058	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	30799;31927;32471;32696	30894;32053;32609;33149	+;+;+;+	816	0	0
g1059	tig00000017_pilon;tig00000017_pilon	33172;33298	33195;33531	+;+	258	0	0
g1060	tig00000017_pilon	34998	35333	+	336	0	0
g1061	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	38887;39268;39688;39953;40180	39220;39318;39844;39992;40281	+;+;+;+;+	684	42	53
g1062	tig00000017_pilon	40324	42408	+	2085	457	535
g1063	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	43054;43054;43054;43719;43719;43719;43943;43943;43943;44253;44253;44253;44496;44496;44496;44724;44724;44724;44952;44952;44952;45202;45202;45202;45627;45627;45627;46019;46019;46019;46206;46206;46206;46323;46488;46488;46488;46850;46850;46850;47062;47062;47062;47172;47559;47559;47559;47559;48045;48045;48045;48045;48386;48386;48386;48386;48743;48921;49149;49149	43137;43137;43137;43785;43785;43785;44071;44071;44071;44332;44332;44332;44562;44562;44562;44773;44773;44773;45082;45082;45082;45304;45304;45304;45719;45719;45719;46087;46087;46087;46267;46322;46322;46329;46562;46562;46562;46896;46896;46896;47249;47249;47249;47220;47665;47665;47665;47665;48121;48121;48121;48121;48866;48866;48692;48866;48936;48940;49332;49332	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2230	1260	1431
g1064	tig00000017_pilon;tig00000017_pilon	50632;50957	50716;51081	-;-	210	1	0
g1065	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	51298;51298;51494;51494;51690;51690;52276;52276;53964;53964;54208;54208;54432;54432;54594;55156;55241;55460	51334;51334;51636;51636;52120;52120;53689;53689;54130;54130;54234;54234;54484;54488;54623;55184;55297;55469	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2402	1549	2511
g1066	tig00000017_pilon;tig00000017_pilon	63763;63989	63888;64306	+;+	444	0	0
g1067	tig00000017_pilon	64803	65339	+	537	0	0
g1068	tig00000017_pilon	65377	66132	+	756	629	359
g1069	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	70511;71157;71464;71730	70604;71254;71530;71845	+;+;+;+	375	0	0
g1070	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	75352;75352;75352;75718;75718;75718;76052;76052;76052;76115;76471;76471;76471;76627;76627;76627;76627;76947;76947;76947;76947;77236;77236;77236;77236;77537;77537;77537;77537;77852;77852;77852;77852;78139;78139;78139;78139;78437;78437;78437;78437;78811;78811;78811;78811	75667;75667;75667;75900;75900;75900;76217;76223;76217;76217;76556;76556;76556;76823;76823;76823;76823;77142;77142;77118;77142;77386;77386;77386;77386;77600;77600;77600;77600;77959;77959;77959;77959;78267;78267;78267;78267;78654;78654;78654;78654;78829;78829;78829;78829	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1839	463	951
g1071	tig00000017_pilon	80495	80776	+	282	0	2
g1072	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	81555;81997;82299;83357;83538;83846;84491;84785;85099	81862;82199;83201;83428;83718;84024;84637;84830;85132	-;-;-;-;-;-;-;-;-	2073	151	126
g1073	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	87719;88156;88590;88806;89069;89457;89852;90768;91008	87888;88366;88646;88905;89180;89537;90087;90898;91451	-;-;-;-;-;-;-;-;-	1542	1394	808
g1074	tig00000017_pilon	91513	92220	+	708	151	148
g1075	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	97857;98438;98941;99448;99661;99714;100323;100323;100976;100976;101718;101718	98026;98622;98987;99620;100149;100149;100805;100805;101289;101289;101841;101841	+;+;+;+;+;+;+;+;+;+;+;+	1985	131	73
g1076	tig00000017_pilon;tig00000017_pilon	105166;105874	105582;106746	-;-	1290	2392	1131
g1077	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	107065;107329;107666;107852	107205;107513;107762;107917	+;+;+;+	489	11	9
g1078	tig00000017_pilon	117200	117433	-	234	0	0
g1079	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	117541;117541;117858;117858;118113;118113;118252;118252;118592;118592;118986;118986;119237;119237;119468;119468;119678;119678;119958;119958;120498;120498;120845;120862;121271;121271;121560;121560	117745;117745;118013;118013;118201;118201;118343;118343;118674;118674;119086;119086;119332;119332;119521;119521;119826;119826;120075;120075;120600;120600;120913;120913;121285;121285;121570;121578	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1349	1176	403
g1080	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	122908;122908;122908;124126;124126;124126;124498;124498;124498;124783;124783;124783;125117;125117;125117;125916;125916;125916;126613;126613;126613;126871;126871;126871;127093;127199;127199;127381;127608;127608;127608;127784;127784;127784;128008;128274;128274;128281	124011;124011;124011;124362;124362;124362;124674;124674;124674;125004;125004;125004;125645;125645;125645;126337;126337;126337;126750;126750;126750;126929;127113;127113;127113;127414;127414;127414;127639;127639;127639;128060;127942;128060;128060;128555;128555;128555	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3879	276	719
g1081	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	129251;130047;133561	129667;130113;133628	-;-;-	552	85	191
g1082	tig00000017_pilon;tig00000017_pilon	130948;131077	131031;131208	+;+	216	28	18
g1083	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	137164;137502;137693;137945;138207;138794;139619;139938;140394	137379;137548;137723;137957;138356;138833;139650;139970;140446	+;+;+;+;+;+;+;+;+	615	4272	4808
g1084	tig00000017_pilon	144298	144600	-	303	0	0
g1085	tig00000017_pilon	146577	146894	+	318	33	116
g1086	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	146952;148089;148548;148954;149183;149685;150160;150567;151489;152069;152307	147378;148292;148729;148988;149471;150005;150372;150627;151613;152173;152498	+;+;+;+;+;+;+;+;+;+;+	2154	5448	4442
g1087	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	154484;154484;154484;154888;154888;154888;156225;156225;156225;156552;156552;156591;156779;156779;156779;157059;157059;157199;157351;157351;157351	154802;154802;154802;155012;155012;155012;156331;156331;156331;156706;156706;156706;156998;156998;157023;157146;157146;157258;157536;157536;157536	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1285	294	127
g1088	tig00000017_pilon;tig00000017_pilon	157431;157708	157604;157980	+;+	447	29	4
g1089	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	157766;158299;158528;158807;159873;160269	158089;158361;158750;159594;159960;160597	+;+;+;+;+;+	1815	719	237
g1090	tig00000017_pilon;tig00000017_pilon	162448;163136	162609;163300	-;-	327	0	21
g1091	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	167509;167942;168386	167874;168327;168398	-;-;-	765	10	185
g1092	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	171273;171518;171735;171914;172145;172402;172612;172781;173099;173447;173638;174211	171321;171582;171785;171979;172212;172492;172677;172876;173197;173533;173700;174711	-;-;-;-;-;-;-;-;-;-;-;-	1302	1180	1358
g1093	tig00000017_pilon	182427	182711	-	285	0	0
g1094	tig00000017_pilon	182799	183155	+	357	0	0
g1095	tig00000017_pilon;tig00000017_pilon	183288;183983	183605;184084	-;-	420	0	0
g1096	tig00000017_pilon	184148	184609	-	462	0	0
g1097	tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon;tig00000017_pilon	188625;189167;189402;189987;190293;190696;191077;191862	188930;189299;189469;190093;190501;190757;191362;191911	-;-;-;-;-;-;-;-	1221	24421	2732
g1098	tig00000017_pilon;tig00000017_pilon	192414;192546	192476;192692	+;+	210	33	51
g1099	tig00000017_pilon;tig00000017_pilon	192783;193777	193275;193916	+;+	633	80	83
